DATE,COMNAM,PERMNO,PERMCO
19860611,ADAPTEC INC,10353,8275
20100623,A D P T CORP,10353,8275
20111005,STELL EXCEL INC,10353,8275
20150707,STEEL EXCEL INC,10353,8275
19860611,INTERNATIONAL CONSUMER BRDS INC,10354,8277
19860611,DAILY JOURNAL CO,10355,8278
19870408,DAILY JOURNAL CORP,10355,8278
19251231,AMERICAN LINSEED CO,10356,22186
19760526,A M I INDUSTRIES INC CO,10357,220
19860611,AMERICAN RELIANCE GRP INC,10358,8279
19901023,AMERICAN RELIANCE GROUP INC,10358,8279
19930723,ARI HOLDINGS INC,10358,8279
19880217,AUTOSPA AUTOMALLS INC,10359,9690
19880330,AVONDALE INDUSTRIES INC,10360,9732
19860611,ANDOVER TOGS INC,10361,8282
19860611,NORTH AMERICAN VENTURES INC,10362,8283
19920629,BUTLER INTERNATIONAL INC NEW,10362,8283
19860611,ADVANCED MAGNETICS INC,10363,8284
20070725,A M A G PHARMACEUTICALS INC,10363,8284
19251231,AMERICAN SMLT & REFNG CO,10364,20220
19750423,ASARCO INC,10364,20220
19820621,A M I SYSTEMS INC,10365,5554
19860611,SUBURBAN BANKSHARES INC,10366,8285
19860612,HOME SAVINGS & LOAN ASSN NC,10367,8286
19860612,TAUNTON SAVINGS BANK MA,10368,8287
19860612,WOBURN FIVE CENTS SAVINGS BANK,10369,8288
19880307,FIRST WOBURN BANCORP INC,10369,8288
19860613,SYBRA INC,10370,8289
19860616,CANDELA LASER CORP,10371,8290
19951213,CANDELA CORP,10371,8290
19251231,AMERICAN RADIATOR CO,10372,22187
19290405,AMERICAN RADIATOR & STD SAN CORP,10372,22187
19670601,AMERICAN STANDARD INC,10372,22187
19840511,A M S REALSTAR INC,10373,7023
19860617,DIGITAL METCOM INC,10374,8291
19860617,T C F BANKING & SAVINGS F A,10375,8292
19870930,T C F FINANCIAL CORP,10375,8292
19860617,NATIONAL SANITARY SUPPLY CO,10376,8293
19860618,CLIFF ENGLE LTD,10377,8294
19860617,OVABLOC INC,10378,8296
19860618,INTERNATIONAL GENETIC ENGR INC,10379,8297
19251231,AMERICAN REPS CORP,10380,22188
19810812,A N E F C O INC,10381,3182
19860618,ASTEC INDUSTRIES INC,10382,8299
19860618,CYTOGEN CORP,10383,8300
19860618,RUDYS RESTAURANT GROUP INC,10384,8301
19860618,A T N INC,10385,8303
19870713,AMERICAN TELEMEDIA NETWORK INC,10385,8303
19891226,A T N N INC,10385,8303
19860618,NATIONAL REFERENCE PUBG INC,10386,8302
19880725,N R P INC,10386,8302
19960430,A T C COMMUNICATIONS INC,10386,8302
19970829,A T C COMMUNICATIONS GROUP INC,10386,8302
19980713,AEGIS COMMUNICATIONS GROUP INC,10386,8302
19860618,WESTRONIX INC,10387,8304
19900712,FLAGSHIP EXPRESS INC,10387,8304
19860618,TRENWICK GROUP INC,10388,8305
20000928,TRENWICK GROUP LTD,10388,8305
19860618,NEECO INC,10389,8306
19860619,GLOBAL HEALTH SYSTEMS INC,10390,8308
19881115,G H S INC,10390,8308
19860619,CENTURY FEDERAL S & L ASSN NM,10391,8309
19860619,PEOPLES WESTCHESTER SAVINGS BANK,10392,8310
19860619,NEWPORT NEWS SAVINGS S & L ASSN,10393,8311
19870211,NEWPORT NEWS SAVINGS BK VA,10393,8311
19930104,TIDEMARK BANCORP INC,10393,8311
19860619,COSMETIC & FRAGRANCE CONC INC,10394,8313
19910228,COSMETIC CENTER INC,10394,8313
19860619,NAVIGATORS GROUP INC,10395,8314
19860619,COMPUTER COMPONENTS CORP,10396,8315
19860620,WERNER ENTERPRISES INC,10397,8317
19860626,INTERLEAF INC,10398,8318
19251231,AMERICAN SHIP & COMM CORP,10399,22189
19721214,A P F ELECTRONICS INC,10400,304
19251231,AMERICAN TELEPHONE & TELEG CO,10401,20103
19940421,A T & T CORP,10401,20103
19721214,ARLEN PROPERTY INVS SBI,10402,311
19750917,A P I TRUST SBI,10402,311
19860620,WORLDS OF WONDER INC,10403,8320
19860620,TRANSMEDIA NETWORK INC,10404,8321
20020201,IDINE REWARDS NETWORK INC,10404,8321
20031210,REWARDS NETWORK INC,10404,8321
19860623,IVY MEDICAL INC,10405,8322
19860620,CHOICE DRUG SYSTEMS INC,10406,8307
19951024,CAPSTONE PHARMACY SERVICES INC,10406,8307
19971204,PHARMERICA INC,10406,8307
19860624,ALOETTE COSMETICS INC,10407,8323
19860624,STUDENT AIDE CTRS AMERICA INC,10408,8213
19860624,AMERICAN HEALTH COS INC,10409,8324
19860625,JONES MEDICAL INDUSTRIES INC,10410,8326
19980522,JONES PHARMA INC,10410,8326
19860625,ROYCE LABORATORIES INC,10411,8327
19860625,GENICOM CORP,10412,8328
19860625,ROYALPAR INDUSTRIES INC,10413,8329
19860625,ELDEC CORP,10414,8330
19860626,NUTMEG INDUSTRIES INC,10415,8332
19860626,MICROBILT CORP,10416,8333
19860626,ALLOY COMPUTER PRODUCTS INC,10417,8335
19860626,A S A INTERNATIONAL LTD,10418,8336
19860626,CREATIVE TECHNOLOGIES CORP,10419,8337
19860626,RADVA CORP,10420,8338
19860626,SKYWEST INC,10421,8340
19860626,AUTOMATED LANGUAGE PROC SYS INC,10422,8339
19900108,ALPNET INC,10422,8339
19860627,SOUND ADVICE INC,10423,8342
19860627,CLEVITE INDUSTRIES INC,10424,8344
19860627,RYAN BECK & CO INC,10425,8345
19860627,BANK OF SAN FRANCISCO HLDG CO,10426,8346
19940627,SAN FRANCISCO CO,10426,8346
19860630,CAPFILM INC,10427,8348
19251231,AMERICAN TOB CO,10428,20067
19811001,A S K COMPUTER SYSTEMS INC,10429,5118
19921127,ASK GROUP INC,10429,5118
19860701,COLLEGE PLANNING SYSTEMS INC,10430,8350
19870721,C P S CORP PLANNING SVCS INC,10430,8350
19860701,SOUTH CAROLINA FED SVGS BK COLUM,10431,8351
19870820,SOUTH CAROLINA FEDERAL CORP,10431,8351
19860701,ARITECH CORP,10432,8352
19860701,FERTILITY & GENETICS RESH INC,10433,7904
19860701,L A GEAR INC,10434,8353
19860701,FIRST FEDERAL CAROLINAS FA,10435,7888
19880524,CAROLINA BANCORP INC NEW,10435,7888
19251231,AMERICAN ZINC LEAD & SMLT CO,10436,22191
19661202,AMERICAN ZINC CO,10436,22191
19860701,REPUBLIC AMERICAN CORP,10437,8354
19860701,HOME FEDERAL S & L ASSN SAN FRAN,10438,8355
19900904,HOME FEDERAL FINANCIAL CORP,10438,8355
19860701,CELLULAR INC,10439,8356
19940301,COMMNET CELLULAR INC,10439,8356
19860701,WATERFORD GLASS GROUP PLC,10440,8357
19860702,XYVISION INC,10441,8358
19860702,K L L M TRANSPORT SVCS INC,10442,8359
19860702,FLORIDA ROCK & TANK LINES INC,10443,8360
19890203,F R P PROPERTIES INC,10443,8360
20000301,PATRIOT TRANSPORTATION HLDG INC,10443,8360
20141205,F R P HOLDINGS INC,10443,8360
19251231,AMERICAN SUMATRA TOB CO,10444,22192
19721214,A R I INDUSTRIES INC,10445,340
19860702,POLK AUDIO INC,10446,8362
19860702,PLYMOUTH FIVE CENTS SAVINGS BANK,10447,8363
19860703,LEGUME INC,10448,8364
19860703,SOUTHINGTON SAVINGS BANK CT,10449,8365
19941117,BANCORP CONNECTICUT INC,10449,8365
19860703,FIRST MEDICAL DEVICES CORP,10450,8366
19860702,F H P CORP,10451,8367
19870116,F H P INTERNATIONAL CORP,10451,8367
19251231,AMERICAN WOOLEN CO,10452,22193
19880428,B F ENTERPRISES INC,10453,9761
19860707,GOLD EXPRESS CORP,10454,8369
19860707,ELECTRO FUNDS CORP,10455,8370
19870115,C M S ENHANCEMENTS INC,10455,8370
19940331,AMERIQUEST TECHNOLOGIES INC,10455,8370
19860708,C E M CORP,10456,8371
19880511,B F S BANKORP INC,10457,9776
19860709,SOMERSET SVGS BK SOMERVILLE MA,10458,8373
19881003,SOMERSET BANKSHARES INC,10458,8373
19921001,SOMERSET SAVINGS BANK,10458,8373
19860709,GENMAR INDUSTRIES INC,10459,8374
19251231,MANHATTAN ELECTRICAL SUPPLY INC,10460,20188
19300630,AMERICAN MACH & METALS INC,10460,20188
19611201,AMETEK INC,10460,20188
19860709,DIME SAVINGS BK WALLINGFORD CT,10461,8375
19881205,DIME FINANCIAL CORP,10461,8375
19860708,CALGENE INC,10462,8376
19860708,RESEARCH FRONTIERS INC,10463,8377
19860709,CONNECTICUT COMMUNITY BANK G,10464,8378
19860709,ACCEPTANCE INSURANCE HLDG INC,10465,8379
19860709,BROUGHER INSURANCE GROUP INC,10466,8380
19860710,WARREN FIVE CENTS SAVINGS BK MA,10467,8381
19881003,WARREN BANCORP INC,10467,8381
19860709,AMERICAN CRUISE LINES INC,10468,8383
19860710,DYNATEM INC,10469,8382
19860710,MORGAN OLMSTEAD KENNEDY GARD CAP,10470,8384
19860710,QUEST BIOTECHNOLOGY INC,10471,8388
19860711,SHOE CITY CORP,10472,8389
19860711,TIPTON CENTERS INC,10473,8390
19860711,EMPIRE ORR INC,10474,8391
19860711,RICHMOND HILL SVGS BK NY,10475,8393
19880517,B M R FINANCIAL GROUP INC,10476,9782
19860714,NATIONAL VISION SERVICES INC,10477,8395
19891219,N B S NATIONAL BENEFIT SRVCS INC,10477,8395
19901210,AVESIS INC,10477,8395
19860715,OLYMPIC INTERNATIONAL BK & TR CO,10478,8396
19880519,U S A BANCORP INC,10478,8396
19251231,AMERICAN SUGAR REFNG CO,10479,22194
19630422,AMERICAN SUGAR CO,10479,22194
19701029,AMSTAR CORP,10479,22194
19831018,A T V SYSTEMS INC,10480,6509
19860716,SUBURBAN BANCORP INC IL,10481,8400
19860717,WASTE RECOVERY INC,10482,8402
19860717,AMERICAN CAPACITY GROUP INC,10483,8403
19860717,WESTON ROY F INC NEW,10484,8404
19860717,FIRST AMERICAN BANK FOR SVGS BOS,10485,8405
19871221,FIRST AMERICAN BANCORP INC,10485,8405
19860717,CENTRAL BANK FOR SAVINGS CT,10486,8406
19870922,CENVEST INC,10486,8406
19251231,AMERICAN STEEL FOUNDRIES,10487,22195
19620123,AMSTED INDUSTRIES INC,10487,22195
19721214,AVM CORP,10488,418
19850515,AMERICAN LOCKER GROUP,10488,418
19860717,ASBESTEC INDUSTRIES INC,10489,8407
19860717,GARTNER GROUP INC,10490,8408
19860717,FIRST AMERI CABLE CORP,10491,8409
19860718,SUMMIT HOLDING CORP,10492,8410
19860717,NEOLENS INC,10493,8411
19860718,SANDWICH CO OPERATIVE BK MA,10494,8413
19971001,SANDWICH BANCORP INC,10494,8413
19251231,ANACONDA COPPER MNG CO,10495,22196
19550620,ANACONDA CO,10495,22196
19810309,A W COMPUTER SYSTEMS INC,10496,422
19860718,INTEX SOFTWARE SYS INTL LTD,10497,8412
19860718,GREATBANC INC,10498,8415
19860718,NICHOLS HOMESHIELD INC,10499,8416
19880505,BANK MARYLAND CORP,10500,9767
19860718,AMERICAN WOODMARK CORP,10501,8418
19860718,ATLANTIS MINING & MFG CO INC,10502,8419
19860721,DOMINION FEDERAL S & L ASSOC VA,10503,8420
19890703,TRUSTBANK SAVINGS F S B,10503,8420
19860722,BONNEVILLE PACIFIC CORP,10504,8421
19860722,JIFFY LUBE INTERNATIONAL INC,10505,8422
19860722,STEVES HOMEMADE ICE CREAM INC,10506,8423
19950808,INTEGRATED BRANDS INC,10506,8423
19860722,MEDICAL ACTION INDS INC,10507,7340
19251231,ANN ARBOR RR CO,10508,22197
19730228,AARON BROS CORP,10509,8
19860723,C B FINANCIAL CORP MICH,10510,8425
19860723,BOMBAY PALACE RESTS INC,10511,8428
19860723,IGENE BIOTECHNOLOGY INC,10512,8429
19860723,LIPOSOME COMPANY INC,10513,8430
19860724,TRANS WORLD MUSIC CORP,10514,8431
19940922,TRANS WORLD ENTERTAINMENT CORP,10514,8431
20200908,KASPIEN HOLDINGS INC,10514,8431
19860724,GROUNDWATER TECHNOLOGY,10515,8432
19960514,FLUOR DANIEL G T I INC,10515,8432
19251231,ARCHER DANIELS MIDLAND CO,10516,20207
19821104,AARON RENTS INC,10517,5674
20090420,AARONS INC,10517,5674
20201019,AARONS HOLDINGS CO INC,10517,5674
20201201,PROG HOLDINGS INC,10517,5674
19860724,PACIFIC SOUTHWEST AIRLINES NEW,10518,8433
19860724,IMAGINE FILMS ENTERTAINMENT INC,10519,8427
19860724,BERES INDUSTRIES INC,10520,8434
19860724,MAGNOLIA FOODS INC,10521,8426
19860725,CENTRAL JERSEY INDS INC,10522,8435
19860730,C J I INDUSTRIES INC NEW,10522,8435
19880711,TRIANGLE INDUSTRIES INC NEW,10522,8435
19860725,ALLURE COSMETICS LTD,10523,8436
19251231,ARMOUR & CO,10524,22198
19721214,AARONSON BROTHERS STORES CO,10525,346
19860725,SOUTHLIFE HOLDING CO,10526,8437
19860725,M N X INC,10527,8438
19940620,MARK VII INC,10527,8438
19860724,CELLULAR COMMUNICATIONS INC,10528,8439
19860728,COMMERCIAL SECURITY BANCORP,10529,8440
19860729,MERIDIAN DIAGNOSTICS INC,10530,8441
20010125,MERIDIAN BIOSCIENCE INC,10530,8441
19860730,GENERAL PARAMETRICS CORP,10531,8442
19960415,METAL MANAGEMENT INC,10531,8442
19251231,ARNOLD CONSTABLE CORP,10532,22199
19721214,ABERCROMBIE & FITCH CO,10533,22200
19860730,BANK OF STAMFORD CT,10534,8443
19890103,FAIRFIELD COUNTY BANCORP INC,10534,8443
19860730,FLORES DE NEW MEXICO INC,10535,8445
19860730,EDISON CONTROL CORP,10536,8446
19860730,SYNTRO CORP,10537,8447
19860731,AMERICAN LEARNING CORP,10538,8448
19860731,LEXITECH INTERNATIONAL DCN NW IN,10539,8450
19251231,ART METAL CONSTR CO,10540,22201
19721214,AMERICAN RUBBER & PLASTICS CORP,10541,349
19760227,A R P CORP,10541,349
19860801,NEW ENGLAND SAVINGS BANK CT,10542,8452
19870916,N E S B CORP,10542,8452
19860801,LIBERTY ACQUISITIONS CORP,10543,8453
19870112,CARIBBEAN SELECT INC,10543,8453
19860730,NATIONWIDE CELLULAR SERVICE INC,10544,8454
19860805,THERMO INSTRUMENT SYSTEMS INC,10545,8457
19860805,REPUBLIC S & L ASSN WI MILWAUKEE,10546,8456
19871130,REPUBLIC CAPITAL GROUP INC,10546,8456
19860806,A P A OPTICS INC,10547,8458
20040826,A P A ENTERPRISES INC,10547,8458
20080102,CLEARFIELD INC,10547,8458
19860806,NETWORK CONTROL CORP,10548,8459
19860807,AMERICAN EQUINE PRODUCTS INC,10549,8460
19860807,PRO DEX INC,10550,8461
19940531,PRO DEX INC COLO,10550,8461
19860807,GROVE HALL SVGS BANK MA BRIGHTON,10551,8462
19870515,GROVE BANK FOR SVGS BRIGHTON MA,10551,8462
19910524,GROVE BANK,10551,8462
19860807,FIRST SERVICE BANK SVGS LEOM MA,10552,8463
19860807,FIRST HOME FED S & L ASSN SEB FL,10553,8464
19860812,PINCH OR POUND INC,10554,8465
19860808,AMERICAN MEDICAL ELECTRONICS INC,10555,8466
19860808,STARS TO GO INC,10556,8467
19860808,GEONEX CORP,10557,8468
19860808,WEAREVER PROCTOR SILEX INC,10558,8469
19251231,ASSOCIATED DRY GOODS CORP,10559,22202
19870716,ABITIBI-PRICE INC,10560,20019
19970530,ABITIBI CONSOLIDATED INC,10560,20019
19860812,H & S TREAT & RELEASE,10561,8163
19920708,H & S TREAT & RELEASE INC,10561,8163
19860812,PENN SAVINGS BANK WYOMISSING PA,10562,8470
19871221,SOVEREIGN BANCORP INC,10562,8470
19860812,HORIZON BANK BELLINGHAM WA,10563,8472
19951016,HORIZON FINANCIAL CORP WASH,10563,8472
19860812,ADELPHIA COMMUNICATIONS CORP,10564,8473
19860813,COUNTY SAVINGS BANK CA,10565,8474
19890601,COUNTY BANK F S B CA,10565,8474
19860813,HOME FED SVGS BK NORTHERN OH,10566,8475
19890824,HAVERFIELD CORP,10566,8475
19251231,ASSOCIATED OIL CO,10567,22203
19820629,ABRAMS INDUSTRIES INC,10568,5580
20060717,SERVIDYNE INC,10568,5580
19860813,BANKING CENTER WATERBURY CT,10569,8477
19880509,CENTERBANK WATERBURY CT,10569,8477
19950710,CENTER FINANCIAL CORPORATION,10569,8477
19860812,AMERICAN TELEVISION & COM CP NEW,10570,8478
19860813,EATERIES INC,10571,8479
19860813,DEVON GROUP INC NEW,10572,8480
19860813,VILLAGE GREEN BOOKSTORE INC,10573,8481
19880202,BELMAC CORP,10574,9674
19960102,BENTLEY PHARMACEUTICALS INC,10574,9674
19251231,ATCHISON TOPEKA & SANTA FE RY CO,10575,22204
19721214,UNICOM INSURANCE GROUP INC,10576,41
19740522,ACADEMY INSURANCE GROUP INC,10576,41
19860814,MEDI RX AMERICA INC,10577,8484
19860814,ALTAI INC,10578,8485
19860814,TATUM PETROLEUM CORP,10579,8486
19860815,N F S FINANCIAL CORP,10580,8488
19860815,WORCESTER COUNTY INST FOR SVGS,10581,8489
19871214,BANKWORCESTER CORP,10581,8489
19860815,E A S TECHNOLOGIES INC,10582,8490
19251231,ATLANTA BIRMINGHAM & ATLANTIC RY,10583,22205
19810303,ACADIA PETROLEUM CORP,10584,30
19860818,HOLDER COMMUNICATIONS CORP,10585,8165
19870730,G M X COMMUNICATIONS INC,10585,8165
19860818,QUIPP INC,10586,8492
19860818,INTEGRATED COMPUTER GRAPHICS INC,10587,8471
19860819,GRANITE STATE BANKSHARES INC,10588,8493
19860819,ROADRUNNER ENTERPRISES INC,10589,8494
19880201,BIG TURTLE INC,10590,9671
19251231,ATLANTIC COAST LINE RR CO,10591,22206
19780921,ACAPULCO Y LOS ARCOS RESTAURANTE,10592,149
19840328,ACAPULCO RESTAURANTS,10592,149
19860819,TRANSNATIONAL INDUSTRIES INC,10593,8496
19860819,DIME SAVINGS BANK NY FSB,10594,8497
19940526,DIME BANCORP INC,10594,8497
19950116,DIME BANCORP INC NEW,10594,8497
19860820,NEW YORK CITY SHOES INC,10595,8498
19860820,PEOPLES SAVINGS BANK NEW BRIT CT,10596,8499
19890801,PEOPLES SAVINGS FINANCIAL CORP,10596,8499
19860820,FRANKLIN COMPUTER CORP,10597,8500
19900305,FRANKLIN ELECTRONIC PUBLSHS INC,10597,8500
19880602,BROAD NATIONAL BANCORP,10598,9802
19860821,AXLON INC,10599,8502
19880406,BUFFALO INC,10600,9742
19860821,CISTRON BIOTECHNOLOGY INC,10601,8504
19860821,TOTAL HEALTH SYSTEMS INC,10602,8505
19860821,F N B ROCHESTER CORP,10603,8506
19251231,ATLANTIC REFNG CO,10604,20227
19660503,ATLANTIC RICHFIELD CO,10604,20227
19751209,ACCELERATION CORP,10605,43
19870701,ACCEL INTERNATIONAL CORP,10605,43
19860821,WATTS INDUSTRIES INC,10606,8508
20031015,WATTS WATER TECHNOLOGIES INC,10606,8508
19860825,MERCHANTSBANK BOSTON COOP BANK,10607,6508
19870806,MERCHANTS CAPITAL CORP,10607,6508
19860825,GENERAL KINETICS INC,10608,8510
19860826,STAR SAVINGS & L ASSN SAYRE PA,10609,8512
19860826,MARBLE FINANCIAL CORP,10610,8513
19860826,ACME STEEL CO,10611,8514
19920526,ACME METALS INC,10611,8514
19251231,ATLANTIC GULF & WEST INDIES SS,10612,22207
19721214,ACCELERATORS INC,10613,22208
19860827,P & C FOODS INC,10614,8516
19860827,VIDEOPLEX INC,10615,8517
19860827,NORTH LAND S & L ASSN WI,10616,8518
19891016,NORTHLAND BANK OF WI SSB,10616,8518
19860827,CITY SAVING BANK CT,10617,8519
19860827,MULTI SOFT INC,10618,8520
19860827,MCCORMICK CAPITAL INC,10619,8521
19251231,ATLAS POWDER CO,10620,22209
19610531,ATLAS CHEMICAL INDUSTRIES INC,10620,22209
19810813,ACCU TEST SYS INC,10621,34
19870916,PACIFIC EASTERN CORP,10621,34
19860827,WESTERBEKE CORP,10622,8522
19860827,FIRST REPUBLIC BANCORP INC,10623,8523
19970915,FIRST REPUBLIC BANK S F,10623,8523
19860828,CORPORATE MANAGEMENT GRP INC,10624,8524
19950109,CHARLES J W FINANCIAL SVCS INC,10624,8524
19970508,J W CHARLES FINANCIAL SVCS INC,10624,8524
19980615,JWGENESIS FINANCIAL CORP,10624,8524
19880615,CASCADE INTERNATIONAL INC,10625,9820
19860828,LE PEEP RESTAURANTS INC,10626,8528
19860828,TINTORETTO INC,10627,8529
19860902,FRONTIER FINANCIAL CORP,10628,8533
19861017,FRONTIER ADJUSTERS AMERICA INC,10628,8533
19860902,F N B CORP PA,10629,8534
19860902,COMMERCE BANK CA,10630,8535
19870731,COMMERCEBANCORP CA,10630,8535
19860903,CALSTAR INC,10631,8536
19860903,SHELTON S & L ASSN INC CT,10632,8537
19880125,SHELTON SAVINGS BANK CONN,10632,8537
19890215,SHELTON BANCORP INC,10632,8537
19860903,S C S COMPUTE INC,10633,8538
19860904,CANONIE ENVIRONMENTAL SVCS CORP,10634,8539
19950228,SMITH ENVIRONMENTAL TECHS CORP,10634,8539
19960924,SMITH TECHNOLOGY CORP,10634,8539
19860904,EDINER INC,10635,8540
19860905,Q V C NETWORK INC,10636,8542
19940701,Q V C INC,10636,8542
19860905,VERTEX INDUSTRIES INC,10637,8543
20000426,VERTEX INTERACTIVE INC,10637,8543
19860905,HARLEYSVILLE NATIONAL CORP PA,10638,8544
19251231,ATLAS TACK CORP,10639,22210
19721214,INDUSTRIAL NUCLEONICS CORP,10640,50
19790702,ACCURAY CORP,10640,50
19860908,HEALTH EDUTECH INC,10641,8455
19860908,MUNSON GEOTHERMAL INC,10642,8546
19860909,PAIN SUPPRESSION LABS INC,10643,8547
19860909,THERAGENICS CORP,10644,8548
19860909,LAKELAND INDUSTRIES INC,10645,8549
19860910,GREAT EASTERN INTL INC,10646,8550
19890724,CABLE CAR BEVERAGE CORP,10646,8550
19251231,AUSTIN NICHOLS & CO INC,10647,22211
19721214,ACE INDUSTRIES INC,10648,22212
19860910,P A M TRANSPORTATION SVCS INC,10649,8551
19860910,FIRST SAVINGS BANK FSB CLOVIS NM,10650,8552
19961021,ACCESS ANYTIME BANCORP,10650,8552
19860911,BOULEVARD BANCORP INC,10651,8555
19860911,VICTORIA CREATIONS INC,10652,8556
19860911,UNIVERSITY BANK & TR CO NWT MA,10653,8557
19880602,UNIVERSITY BANK NATL ASSN NWT MA,10653,8557
19860911,MIDCONN BANK KENSINGTON CT,10654,8558
19251231,AUTO KNITTER HOSIERY INC,10655,22213
19721214,ACETO CHEMICAL CO INC,10656,37
19851121,ACETO CORP,10656,37
19860915,ADVO SYSTEM INC,10657,8561
19920124,ADVO INC,10657,8561
19860918,LUXTEC CORP,10658,8562
19860912,MED MOBILE INC,10659,8563
19891201,BIO REFERENCE LABORATORIES INC,10659,8563
19860915,DAYLIGHT INDUSTRIES INC,10660,8564
19860915,CYANOTECH CORP,10661,8565
19860916,GOLDEN VALLEY MICROWAVE FDS INC,10662,8566
19251231,AUTOSALES CORP,10663,22214
19721214,ACMAT CORP,10664,47
19860916,MAURY FEDERAL SAVINGS BANK TN,10665,8568
19860916,ENVIROSURE MANAGEMENT CORP,10666,8569
19860916,AIRSENSORS INC,10667,8570
19970915,IMPCO TECHNOLOGIES INC,10667,8570
20060825,FUEL SYSTEMS SOLUTIONS INC,10667,8570
19860917,HUNTER INTL TRADE CORP,10668,8572
19870501,FORST HUNTER INTL TRADE CORP,10668,8572
19860917,KENTUCKY MEDICAL INSURANCE CO,10669,8571
19860917,EXCEL BANCORP INC QUINCY MASS,10670,8573
19920929,QUINCY SAVINGS BANK,10670,8573
19251231,BALDWIN LOCOMOTIVE WKS,10671,22215
19501204,BALDWIN LIMA HAMILTON CORP,10671,22215
19721214,ACME GENERAL CORP,10672,46
19860918,BEVERLY SAVINGS BANK MASS,10673,8574
19860918,INNOVA PURE WATER INC,10674,8575
19860918,PULAWSKI S & L ASSN S RIVER NJ,10675,8577
19900601,PULSE BANCORP INC,10675,8577
19860918,INSITUFORM SOUTHEAST CORP,10676,8578
19901101,ENVIROQ CORP,10676,8578
19880406,CEASE FIRE CORP,10677,9740
19860922,BILDNER J & SONS INC,10678,8581
19860922,BEST BUY DRUGS INC,10679,8584
19860922,MR ROOTER CORP,10680,8585
19930730,DWYER GROUP INC THE,10680,8585
19860923,STANLEY INTERIORS CORP,10681,8586
19860923,UNITED SAVINGS BK FA GREAT FALLS,10682,8587
19960501,UNITED FINANCIAL CORP,10682,8587
19860923,SAN FRANCISCO FED S & L ASSN,10683,8588
19880705,S F F E D CORP,10683,8588
19860922,DOVER REGIONAL FINL SHS PA,10684,8589
19860923,DURAMED PHARMACEUTICALS INC,10685,8590
19860923,VIRAL RESPONSE SYSTEMS INC,10686,8582
19860923,SAGE ANALYTICS INTL INC,10687,8591
19860924,C M S ADVERTISING INC,10688,8559
19890922,UNICO INC DE,10688,8559
19860924,LIBERTY BUREAU INC,10689,8592
19860924,FIDELITY FEDERAL S & L ASSN TN,10690,8593
19891201,FIDELITY BANCSHARES INC TN,10690,8593
19860924,INFORMIX CORP,10691,8594
20010703,ASCENTIAL SOFTWARE CORP,10691,8594
19860924,CHINA TECHNICAL SVRC CORP,10692,8595
19860924,HEALTHSOUTH REHABILITATION CORP,10693,8596
19950103,HEALTHSOUTH CORP,10693,8596
20180102,ENCOMPASS HEALTH CORP,10693,8596
19860924,HAMILTON GROUP HOLDINGS INC,10694,8343
19860924,LOS ANGELES SECURITIES GROUP,10695,8597
19900423,ABOVE TECHNOLOGIES INC,10695,8597
19860925,FISERV INC,10696,8598
19860925,PEOPLES SAVINGS BK WORCESTER MA,10697,8599
19880301,PEOPLES BANCORP WORCESTER INC,10697,8599
19251231,GENERAL ASPHALT CO,10698,22216
19361026,BARBER INC,10698,22216
19380427,BARBER ASPHALT CORP,10698,22216
19480501,BARBER OIL CORP,10698,22216
19820128,ACRO ENERGY CORP,10699,5193
19251231,BARNET LEATHER INC,10700,22217
19830609,ACTIVISION INC,10701,6060
19880816,MEDIAGENIC,10701,6060
19860925,S C O R US CORP,10702,8601
19860925,INTERCARE INC,10703,7962
19860925,GOLDEN POULTRY CO INC,10704,8602
19860925,I C N BIOMEDICALS INC,10705,8603
19860926,ROADWAY MOTOR PLAZAS INC,10706,8605
19911112,TRAVEL PORTS OF AMERICA INC,10706,8605
19860926,PERIPHERAL SYSTEMS INC,10707,8604
19860926,TAYLOR S COMPANIES INC,10708,8606
19860926,MANATRON INC,10709,8607
19860926,ATLANTIC BANCORP NJ,10710,8608
19890801,GLENDALE BANCORPATION,10710,8608
19860930,MUTUAL FEDERAL S & L ASSN N C,10711,8609
19861001,KNUTSON MORTGAGE CORP,10712,8610
19861001,LIFE TECHNOLOGIES INC,10713,8611
19861001,GULF & MISSISSIPPI CORP,10714,8612
19920212,CRYENCO SCIENCES INC,10714,8612
19861001,GATEWAY BANCORP INC,10715,8614
19861001,CORRECTIONS CORP AMERICA,10716,8613
19861002,FOUNTAIN OIL & GAS INC,10717,8617
19880418,CENTERCORE INC,10718,9752
19251231,BARNSDALL CORP,10719,22218
19360317,BARNSDALL OIL CO,10719,22218
19831122,ACTMEDIA INC,10720,6611
19861002,ARMOR ALL PRODS CORP,10721,8620
19861003,HERITAGE NIS BK SVGS NRTHMPT MA,10722,8621
19880915,HERITAGE BANCORP INC,10722,8621
19861003,M I SCHOTTENSTEIN HOMES INC,10723,8622
19861003,PIONEER FINANCIAL SVCS INC,10724,8623
19900516,PIONEER FINANCIAL SERVICES INC,10724,8623
19880122,CHARTER ONE FINANCIAL INC,10725,9662
19880308,CHESAPEAKE BIOLOGICAL LABS INC,10726,9710
19251231,BAYUK CIGARS INC,10727,22219
19721214,ACUSHNET CO,10728,53
19861003,PROFESSIONAL AGRICULTL MGMT INC,10729,8626
19861006,NORTHWEST ILLINOIS BANCORP INC,10730,8627
19950103,TODAYS BANCORP INC,10730,8627
